OrderDate,OrderQty,LineTotal,ProductID,Name,SalesOrderID
2013-06-05 00:00:00,1,34.990000,711,Price,51278
2014-01-25 00:00:00,1,8.990000,872,Price,64946
2014-06-17 00:00:00,1,4.990000,921,Price,74692
2014-04-25 00:00:00,1,2384.070000,956,Price,71413
2014-05-17 00:00:00,1,4.990000,921,Price,73156
2013-10-12 00:00:00,1,53.990000,882,Price,57851
2013-12-19 00:00:00,1,63.500000,864,Price,62432
2014-03-16 00:00:00,1,34.990000,708,Price,68359
2013-06-05 00:00:00,1,742.350000,958,Price,51278
2014-01-25 00:00:00,1,2384.070000,955,Price,64946
2014-06-17 00:00:00,1,35.000000,930,Price,74692
2014-04-25 00:00:00,1,34.990000,711,Price,71413
2014-05-17 00:00:00,1,2.290000,873,Price,73101
2013-10-12 00:00:00,1,21.980000,878,Price,57851
2013-12-19 00:00:00,1,3.990000,922,Price,62431
2014-03-16 00:00:00,1,8.990000,875,Price,68361
2013-06-05 00:00:00,1,49.990000,715,Price,51278
2014-01-25 00:00:00,1,21.490000,931,Price,64945
2014-06-17 00:00:00,1,49.990000,713,Price,74694
2014-04-25 00:00:00,1,4.990000,923,Price,71413
2014-05-17 00:00:00,1,21.980000,878,Price,73102
2013-10-10 00:00:00,1,49.990000,714,Price,57780
2013-12-19 00:00:00,1,63.500000,865,Price,62431
2014-03-16 00:00:00,1,69.990000,868,Price,68361
2013-06-05 00:00:00,1,34.990000,711,Price,51275
2014-01-25 00:00:00,1,539.990000,977,Price,64945
2014-06-18 00:00:00,1,4.990000,921,Price,74728
2014-04-13 00:00:00,1,2.290000,873,Price,70550
2014-05-17 00:00:00,1,53.990000,884,Price,73102
2013-10-12 00:00:00,1,8.990000,712,Price,57852
2013-12-19 00:00:00,1,24.990000,932,Price,62430
2014-03-16 00:00:00,1,69.990000,867,Price,68362
2013-06-05 00:00:00,1,2.290000,873,Price,51282
2014-01-25 00:00:00,1,3.990000,922,Price,64945
2014-06-18 00:00:00,1,29.990000,929,Price,74731
2014-04-13 00:00:00,1,4.990000,921,Price,70550
2014-05-17 00:00:00,1,21.980000,878,Price,73156
2013-10-10 00:00:00,1,21.980000,878,Price,57779
2013-12-19 00:00:00,1,4.990000,921,Price,62429
2014-03-16 00:00:00,1,49.990000,714,Price,68362
2013-06-05 00:00:00,1,2294.990000,783,Price,51282
2014-01-25 00:00:00,1,21.490000,931,Price,64943
2014-06-18 00:00:00,1,34.990000,708,Price,74731
2014-04-13 00:00:00,1,4.990000,870,Price,70553
2014-05-17 00:00:00,1,2319.990000,780,Price,73156
2013-10-10 00:00:00,1,34.990000,711,Price,57776
2013-12-19 00:00:00,1,2.290000,873,Price,62429
2014-03-16 00:00:00,1,8.990000,712,Price,68363
2013-05-30 00:00:00,1,2319.990000,779,Price,51184
2014-01-25 00:00:00,1,539.990000,997,Price,64943
2014-06-18 00:00:00,1,4.990000,870,Price,74735
2014-04-13 00:00:00,1,34.990000,711,Price,70545
2014-05-17 00:00:00,1,2.290000,873,Price,73103
2013-10-10 00:00:00,1,4.990000,923,Price,57776
2013-12-19 00:00:00,1,28.990000,934,Price,62433
2014-03-16 00:00:00,1,69.990000,869,Price,68363
2013-06-05 00:00:00,1,4.990000,870,Price,51282
2014-01-25 00:00:00,1,3.990000,922,Price,64943
2014-06-18 00:00:00,1,2.290000,873,Price,74738
2014-04-13 00:00:00,1,4.990000,921,Price,70549
2014-05-17 00:00:00,1,9.990000,871,Price,73156
2013-10-10 00:00:00,1,159.000000,879,Price,57775
2013-12-19 00:00:00,1,4.990000,923,Price,62433
2014-03-16 00:00:00,1,4.990000,921,Price,68364
2013-06-05 00:00:00,1,539.990000,997,Price,51283
2014-01-25 00:00:00,1,539.990000,997,Price,64942
2014-06-18 00:00:00,1,24.490000,860,Price,74736
2014-04-13 00:00:00,1,49.990000,714,Price,70549
2014-05-17 00:00:00,1,35.000000,930,Price,73103
2013-10-10 00:00:00,1,3.990000,922,Price,57775
2013-12-19 00:00:00,1,2.290000,873,Price,62433
2014-03-16 00:00:00,1,2.290000,873,Price,68364
2013-06-05 00:00:00,1,21.490000,931,Price,51283
2014-01-25 00:00:00,1,21.490000,931,Price,64942
2014-06-16 00:00:00,1,4.990000,921,Price,74687
2014-04-13 00:00:00,1,34.990000,708,Price,70549
2014-05-12 00:00:00,1,24.990000,932,Price,72759
2013-10-10 00:00:00,1,21.490000,931,Price,57775
2013-12-19 00:00:00,1,7.950000,877,Price,62434
2014-03-16 00:00:00,1,4.990000,921,Price,68356
2013-06-05 00:00:00,1,3.990000,922,Price,51283
2014-01-25 00:00:00,1,539.990000,998,Price,64941
2014-06-18 00:00:00,1,4.990000,870,Price,74736
2014-04-13 00:00:00,1,34.990000,708,Price,70548
2014-05-17 00:00:00,1,35.000000,930,Price,73156
2013-10-10 00:00:00,1,2.290000,873,Price,57774
2013-12-19 00:00:00,1,4.990000,921,Price,62436
2014-03-16 00:00:00,1,4.990000,921,Price,68365
2013-06-05 00:00:00,1,49.990000,715,Price,51284
2014-01-25 00:00:00,1,21.490000,931,Price,64941
2014-06-18 00:00:00,1,34.990000,707,Price,74735
2014-04-13 00:00:00,1,21.980000,878,Price,70548
2014-05-17 00:00:00,1,4.990000,921,Price,73103
2013-10-10 00:00:00,1,21.490000,931,Price,57774
2013-12-19 00:00:00,1,35.000000,930,Price,62435
2014-03-16 00:00:00,1,29.990000,929,Price,68356
2013-06-05 00:00:00,1,1120.490000,799,Price,51284
2014-01-25 00:00:00,1,2319.990000,781,Price,64939
2014-06-18 00:00:00,1,24.490000,860,Price,74737
2014-04-13 00:00:00,1,63.500000,864,Price,70547
2014-05-17 00:00:00,1,54.990000,880,Price,73157
2013-10-10 00:00:00,1,3.990000,922,Price,57774
2013-12-19 00:00:00,1,4.990000,921,Price,62435
2014-03-16 00:00:00,1,24.990000,928,Price,68354
2013-06-05 00:00:00,1,9.990000,871,Price,51282
2014-01-25 00:00:00,1,2.290000,873,Price,64939
2014-06-16 00:00:00,1,4.990000,921,Price,74688
2014-04-13 00:00:00,1,4.990000,870,Price,70545
2014-05-17 00:00:00,1,24.990000,928,Price,73101
2013-10-12 00:00:00,1,28.990000,934,Price,57852
2013-12-21 00:00:00,1,35.000000,930,Price,62556
2014-03-16 00:00:00,1,4.990000,870,Price,68343
2013-06-05 00:00:00,1,32.600000,933,Price,51274
2014-01-25 00:00:00,1,34.990000,708,Price,64932
2014-06-18 00:00:00,1,34.990000,711,Price,74737
2014-04-13 00:00:00,1,4.990000,870,Price,70546
2014-05-17 00:00:00,1,7.950000,877,Price,73101
2013-10-12 00:00:00,1,4.990000,923,Price,57852
2013-12-19 00:00:00,1,24.990000,928,Price,62429
2014-03-16 00:00:00,1,29.990000,929,Price,68344
2013-05-30 00:00:00,1,2443.350000,796,Price,51176
2014-01-25 00:00:00,1,7.950000,877,Price,64946
2014-06-18 00:00:00,1,4.990000,870,Price,74737
2014-04-13 00:00:00,1,54.990000,880,Price,70546
2014-05-16 00:00:00,1,4.990000,870,Price,73094
2013-10-12 00:00:00,1,2.290000,873,Price,57853
2013-12-21 00:00:00,1,28.990000,934,Price,62557
2014-03-16 00:00:00,1,4.990000,921,Price,68344
2013-06-05 00:00:00,1,3.990000,922,Price,51274
2014-01-25 00:00:00,1,742.350000,962,Price,64932
2014-06-18 00:00:00,1,21.980000,878,Price,74738
2014-04-13 00:00:00,1,35.000000,930,Price,70550
2014-05-17 00:00:00,1,21.980000,878,Price,73157
2013-10-12 00:00:00,1,4.990000,921,Price,57855
2013-12-19 00:00:00,1,120.000000,876,Price,62434
2014-03-16 00:00:00,1,34.990000,708,Price,68344
2013-05-30 00:00:00,1,4.990000,870,Price,51180
2014-01-25 00:00:00,1,4.990000,870,Price,64946
2014-06-16 00:00:00,1,35.000000,930,Price,74687
2014-04-13 00:00:00,1,32.600000,933,Price,70538
2014-05-17 00:00:00,1,2319.990000,781,Price,73157
2013-10-12 00:00:00,1,29.990000,929,Price,57855
2013-12-19 00:00:00,1,2.290000,873,Price,62434
2014-03-16 00:00:00,1,2.290000,873,Price,68347
2013-05-30 00:00:00,1,2443.350000,793,Price,51180
2014-01-25 00:00:00,1,2384.070000,957,Price,64947
2014-06-16 00:00:00,1,35.000000,930,Price,74688
2014-04-13 00:00:00,1,8.990000,712,Price,70544
2014-05-17 00:00:00,1,9.990000,871,Price,73157
2013-10-12 00:00:00,1,24.990000,932,Price,57850
2013-12-19 00:00:00,1,3.990000,922,Price,62434
2014-03-16 00:00:00,1,3.990000,922,Price,68347
2013-06-05 00:00:00,1,34.990000,711,Price,51270
2014-01-26 00:00:00,1,34.990000,711,Price,64957
2014-06-18 00:00:00,1,24.490000,858,Price,74734
2014-04-13 00:00:00,1,34.990000,707,Price,70553
2014-05-17 00:00:00,1,34.990000,711,Price,73160
2013-10-11 00:00:00,1,7.950000,877,Price,57792
2013-12-19 00:00:00,1,21.490000,931,Price,62434
2014-03-16 00:00:00,1,32.600000,933,Price,68347
2013-06-05 00:00:00,1,49.990000,715,Price,51271
2014-01-26 00:00:00,1,8.990000,712,Price,64956
2014-06-18 00:00:00,1,69.990000,869,Price,74734
2014-04-13 00:00:00,1,24.490000,858,Price,70538
2014-05-16 00:00:00,1,8.990000,872,Price,73097
2013-10-10 00:00:00,1,539.990000,990,Price,57781
2013-12-19 00:00:00,1,34.990000,711,Price,62435
2014-03-16 00:00:00,1,8.990000,875,Price,68351
2013-05-30 00:00:00,1,34.990000,707,Price,51180
2014-01-26 00:00:00,1,53.990000,881,Price,64956
2014-06-18 00:00:00,1,34.990000,711,Price,74733
2014-04-13 00:00:00,1,4.990000,921,Price,70539
2014-05-17 00:00:00,1,2384.070000,966,Price,73098
2013-10-10 00:00:00,1,24.990000,928,Price,57781
2013-12-19 00:00:00,1,21.980000,878,Price,62428
2014-03-16 00:00:00,1,3.990000,922,Price,68351
2013-05-30 00:00:00,1,49.990000,714,Price,51180
2014-01-26 00:00:00,1,4.990000,870,Price,64956
2014-06-18 00:00:00,1,24.490000,859,Price,74731
2014-04-13 00:00:00,1,29.990000,929,Price,70539
2014-05-17 00:00:00,1,34.990000,711,Price,73098
2013-10-12 00:00:00,1,9.990000,871,Price,57846
2013-12-19 00:00:00,1,8.990000,874,Price,62428
2014-03-16 00:00:00,1,34.990000,708,Price,68351
2013-05-30 00:00:00,1,8.990000,872,Price,51180
2014-01-26 00:00:00,1,21.490000,931,Price,64955
2014-06-17 00:00:00,1,24.990000,932,Price,74690
2014-04-13 00:00:00,1,28.990000,934,Price,70557
2014-05-12 00:00:00,1,7.950000,877,Price,72748
2013-10-11 00:00:00,1,9.990000,871,Price,57790
2013-12-19 00:00:00,1,8.990000,712,Price,62427
2014-03-16 00:00:00,1,21.490000,931,Price,68352
2013-05-30 00:00:00,1,2443.350000,795,Price,51179
2014-01-26 00:00:00,1,2.290000,873,Price,64955
2014-06-17 00:00:00,1,2.290000,873,Price,74690
2014-04-13 00:00:00,1,2.290000,873,Price,70539
2014-05-12 00:00:00,1,4.990000,870,Price,72748
2013-10-11 00:00:00,1,4.990000,870,Price,57790
2013-12-21 00:00:00,1,7.950000,877,Price,62558
2014-03-16 00:00:00,1,8.990000,712,Price,68352
2013-05-30 00:00:00,1,32.600000,933,Price,51179
2014-01-26 00:00:00,1,29.990000,929,Price,64954
2014-06-17 00:00:00,1,3.990000,922,Price,74690
2014-04-13 00:00:00,1,2.290000,873,Price,70540
2014-05-17 00:00:00,1,53.990000,884,Price,73157
2013-10-11 00:00:00,1,2294.990000,782,Price,57790
2013-12-21 00:00:00,1,28.990000,934,Price,62559
2014-03-16 00:00:00,1,4.990000,923,Price,68353
2013-05-30 00:00:00,1,3.990000,922,Price,51179
2014-01-26 00:00:00,1,4.990000,921,Price,64954
2014-06-18 00:00:00,1,21.980000,878,Price,74740
2014-04-13 00:00:00,1,4.990000,923,Price,70557
2014-05-12 00:00:00,1,8.990000,874,Price,72759
2013-10-11 00:00:00,1,28.990000,934,Price,57801
2013-12-21 00:00:00,1,4.990000,923,Price,62559
2014-03-16 00:00:00,1,8.990000,875,Price,68353
2013-06-05 00:00:00,1,24.490000,858,Price,51271
2014-01-26 00:00:00,1,24.990000,932,Price,64953
2014-06-18 00:00:00,1,3.990000,922,Price,74724
2014-04-13 00:00:00,1,2.290000,873,Price,70557
2014-05-17 00:00:00,1,24.490000,860,Price,73098
2013-10-10 00:00:00,1,8.990000,712,Price,57787
2013-12-19 00:00:00,1,54.990000,880,Price,62425
2014-03-16 00:00:00,1,4.990000,870,Price,68353
2013-05-30 00:00:00,1,159.000000,879,Price,51179
2014-01-26 00:00:00,1,3.990000,922,Price,64953
2014-06-18 00:00:00,1,29.990000,929,Price,74732
2014-04-13 00:00:00,1,3.990000,922,Price,70556
2014-05-17 00:00:00,1,4.990000,870,Price,73157
2013-10-10 00:00:00,1,49.990000,715,Price,57787
2013-12-19 00:00:00,1,21.980000,878,Price,62425
2014-03-16 00:00:00,1,8.990000,872,Price,68353
2013-05-30 00:00:00,1,4.990000,870,Price,51178
2014-01-26 00:00:00,1,34.990000,708,Price,64953
2014-06-18 00:00:00,1,49.990000,715,Price,74733
2014-04-13 00:00:00,1,8.990000,712,Price,70543
2014-05-17 00:00:00,1,539.990000,992,Price,73118
2013-10-10 00:00:00,1,1120.490000,799,Price,57787
2013-12-19 00:00:00,1,28.990000,934,Price,62415
2014-03-16 00:00:00,1,2.290000,873,Price,68354
2013-06-05 00:00:00,1,1700.990000,975,Price,51271
2014-01-26 00:00:00,1,34.990000,711,Price,64952
2014-06-16 00:00:00,1,8.990000,712,Price,74689
2014-04-13 00:00:00,1,29.990000,929,Price,70540
2014-05-16 00:00:00,1,24.490000,859,Price,73085
2013-10-12 00:00:00,1,8.990000,872,Price,57848
2013-12-19 00:00:00,1,4.990000,870,Price,62425
2014-03-16 00:00:00,1,34.990000,707,Price,68356
2013-05-30 00:00:00,1,9.990000,871,Price,51178
2014-01-26 00:00:00,1,24.990000,932,Price,64952
2014-06-18 00:00:00,1,4.990000,870,Price,74733
2014-04-13 00:00:00,1,24.490000,859,Price,70541
2014-05-17 00:00:00,1,28.990000,934,Price,73160
2013-10-12 00:00:00,1,4.990000,870,Price,57848
2013-12-19 00:00:00,1,34.990000,708,Price,62424
2014-03-16 00:00:00,1,4.990000,870,Price,68366
2013-06-05 00:00:00,1,34.990000,708,Price,51271
2014-01-26 00:00:00,1,3.990000,922,Price,64952
2014-06-18 00:00:00,1,21.980000,878,Price,74739
2014-04-13 00:00:00,1,49.990000,714,Price,70541
2014-05-12 00:00:00,1,24.490000,859,Price,72766
2013-10-12 00:00:00,1,2.290000,873,Price,57848
2013-12-22 00:00:00,1,4.990000,921,Price,62581
2014-03-16 00:00:00,1,63.500000,866,Price,68366
2013-05-30 00:00:00,1,2319.990000,779,Price,51178
2014-01-26 00:00:00,1,49.990000,713,Price,64948
2014-06-16 00:00:00,1,2.290000,873,Price,74688
2014-04-13 00:00:00,1,69.990000,869,Price,70543
2014-05-12 00:00:00,1,9.990000,871,Price,72766
2013-10-12 00:00:00,1,2.290000,873,Price,57849
2013-12-21 00:00:00,1,7.950000,877,Price,62559
2014-03-16 00:00:00,1,9.990000,871,Price,68366
2013-05-30 00:00:00,1,8.990000,872,Price,51176
2014-01-25 00:00:00,1,8.990000,712,Price,64947
2014-06-18 00:00:00,1,9.990000,871,Price,74733
2014-04-13 00:00:00,1,159.000000,879,Price,70556
